player_id,player,season,team,pos,age,experience,games,games_started,min_per_game,pts,reb,ast,stl,blk,tov,fg_pct,fg3_pct,ft_pct,per,ts_pct,usg_pct,bpm,vorp,ws,ws_48,salary,instagram_followers,twitter_followers,jersey_rank,marketability,is_star,war,performance_value,commercial_value,total_value
9A51L1EJ,Destinee Clark,2019,ATL,C,22,0,27,3,15.7,5.5,6.7,0.6,0.5,1.2,3.4,0.505,0.148,0.658,19.7,0.578,27.4,2.1,1.8,0.3,3.305,88032.0,6791,4538,111,2.5,False,1.06,318000.0,200566.0,247539.59999999998
VZ85P8Q8,Paris Irving,2019,ATL,F-C,23,1,26,6,18.5,9.5,5.8,1.0,0.6,0.7,3.5,0.465,0.299,0.685,24.3,0.522,27.8,3.8,3.6,0.3,3.126,140533.0,36027,6543,80,3.3,False,1.71,513000.0,471410.0,488046.0
VMS1V8FB,Tiana King,2019,CHI,G,23,1,27,25,27.2,15.4,5.0,6.2,1.9,0.2,2.0,0.418,0.295,0.88,27.9,0.487,24.2,5.2,7.5,0.8,5.261,72468.0,30894,10759,119,4.1,False,3.24,972000.0000000001,265816.0,548289.6000000001
A7WTLEYH,Feyonda Robinson,2019,CHI,G,22,0,27,25,29.5,13.4,3.0,4.6,1.4,0.5,1.7,0.35,0.324,0.793,22.1,0.41,16.5,1.6,2.5,0.6,3.774,133219.0,34052,8694,96,4.9,False,1.76,528000.0,543189.0,537113.3999999999
NQREZ5TJ,Aaliyah Lewis,2019,CHI,F,25,3,32,31,33.9,20.5,11.3,2.6,0.9,1.2,2.2,0.467,0.353,0.82,28.8,0.503,24.9,4.2,9.1,1.1,5.076,137526.0,28335,8345,96,2.8,False,4.12,1236000.0,310054.0,680432.4
2MNDRXJW,Quinn Clark,2019,CHI,F,29,7,30,26,25.7,15.8,9.5,6.0,1.9,1.3,2.7,0.457,0.254,0.784,37.4,0.527,20.9,7.2,11.0,0.8,5.237,60000.0,10922,4828,34,4.7,False,4.35,1305000.0,1101280.0,1182768.0
03T1KA6S,Nia Thompson,2019,CHI,C,28,6,30,24,25.1,23.5,14.9,2.3,1.3,3.3,1.4,0.499,0.156,0.747,40.0,0.532,22.3,8.7,13.0,1.0,6.214,159189.0,45974,13324,141,3.3,False,4.94,1482000.0000000002,69914.0,634748.4000000001
RMMUOCP6,Bria Robinson,2019,CHI,F,23,1,21,0,22.7,11.2,5.7,2.9,0.9,0.3,1.2,0.463,0.236,0.846,26.3,0.534,17.5,3.8,3.6,0.5,4.665,72464.0,46817,9712,129,3.9,False,1.69,507000.0,176009.0,308405.4
Y6D197OX,Megan Irving,2019,CHI,F,28,6,26,3,11.6,7.3,8.2,2.3,0.7,0.7,3.4,0.474,0.367,0.692,40.0,0.519,23.4,9.1,5.5,0.4,6.815,95324.0,8023,8794,86,5.1,False,2.05,615000.0,664715.0,644829.0
9BM0A00J,Crystal Johnson,2019,CHI,C,28,6,20,5,23.2,10.4,10.0,2.3,0.6,1.4,2.3,0.431,0.247,0.709,26.8,0.507,28.5,4.1,3.8,0.5,4.838,141573.0,24268,5888,72,3.4,False,1.73,519000.0,539251.0,531150.6
MWPCC2BK,Paris Parker,2019,CHI,G,25,3,15,2,18.2,11.2,2.0,4.5,0.8,0.1,1.7,0.419,0.292,0.801,27.8,0.492,26.3,3.8,2.1,0.3,4.905,145599.0,31265,11192,141,5.2,False,0.97,291000.0,108416.0,181449.6
8K3LO9ZD,Megan Lee,2019,CHI,G,27,5,16,4,14.2,7.7,2.5,2.8,1.4,0.2,2.0,0.437,0.39,0.897,24.7,0.475,19.4,3.7,1.7,0.2,4.653,153941.0,5162,3489,30,3.7,False,0.79,237000.0,896040.0,632424.0
98M2ILBI,Megan King,2019,CHI,G,25,3,18,1,11.0,11.8,2.4,5.3,0.9,0.3,2.4,0.391,0.398,0.908,40.0,0.436,24.2,7.7,3.0,0.3,7.187,173781.0,23761,10207,51,2.5,False,1.18,354000.0,501698.0,442618.8
CEGPGVTJ,Odyssey Johnson,2019,CHI,F-C,27,5,28,1,11.8,13.2,7.9,1.9,0.9,1.3,1.5,0.488,0.28,0.848,40.0,0.519,16.4,9.3,6.1,0.5,7.404,158473.0,25191,14254,97,3.4,False,2.29,687000.0,369882.0,496729.19999999995
J8FZJCHO,Alyssa Thomas,2019,CON,F,27,5,29,29,32.5,12.4,9.2,8.6,1.4,0.7,3.1,0.505,0.239,0.649,22.2,0.583,27.5,6.0,3.0,1.0,4.865,268250.0,62500,27500,50,5.0,True,4.62,1386000.0,1019000.0,1165800.0
B6M50D2B,DeWanna Bonner,2019,CON,F,32,10,30,30,32.0,17.6,6.1,2.8,1.1,0.9,2.0,0.429,0.356,0.808,19.5,0.471,24.8,2.8,2.0,0.6,3.204,268250.0,47500,22500,50,5.0,True,2.82,846000.0,1017000.0,948600.0
D68YD7JV,Ximena Jones,2019,CON,G,24,2,29,27,26.8,17.9,4.0,8.0,2.5,0.2,3.0,0.403,0.313,0.862,32.8,0.479,19.1,6.6,10.3,1.0,6.267,177277.0,45044,1189,128,2.1,False,4.1,1230000.0,98542.0,551125.2
4WKSBBH8,Kalani Foster,2019,CON,G,26,4,31,28,26.9,12.8,4.0,11.7,2.2,0.4,2.2,0.398,0.386,0.754,32.3,0.438,20.9,6.5,10.8,1.1,6.115,156323.0,31114,11173,104,4.4,False,4.34,1302000.0,417321.0,771192.6
P3HCJ069,Megan Lee,2019,CON,G-F,29,7,30,29,29.2,27.0,6.3,4.4,2.0,1.0,1.1,0.424,0.374,0.822,38.1,0.478,19.4,8.0,13.9,1.2,6.443,93361.0,10828,10880,53,2.3,False,5.37,1611000.0,451799.0,915479.3999999999
JABQYGSF,Diamond Harris,2019,CON,F,22,0,15,3,19.9,8.9,4.9,2.5,1.0,0.5,1.1,0.454,0.27,0.803,23.6,0.497,17.4,2.1,1.3,0.2,3.398,103822.0,26184,12736,59,3.5,False,0.75,225000.0,646724.0,478034.39999999997
NVNK4OHF,Deja Moore,2019,CON,C,30,8,14,1,19.3,10.7,6.0,1.6,0.6,1.8,1.4,0.508,0.28,0.736,29.0,0.579,19.5,3.9,2.1,0.3,5.299,97921.0,20214,8127,44,4.0,False,0.98,294000.0,858267.0,632560.2
NOP5YE4J,Aaliyah Anderson,2019,CON,G,29,7,16,3,22.5,13.8,2.7,4.1,1.5,0.5,1.3,0.375,0.305,0.795,27.3,0.411,15.6,3.7,2.7,0.4,4.914,141884.0,9650,1499,39,4.2,False,1.26,378000.0,941737.0,716242.2
SMY7627J,Zoe Young,2019,CON,G,28,6,24,1,12.9,8.3,2.3,5.0,1.4,0.3,1.9,0.352,0.378,0.888,32.8,0.413,29.7,6.2,3.8,0.3,5.229,67391.0,4089,1804,72,2.2,False,1.56,468000.0,347859.0,395915.4
OC2REUQ2,Cierra Quinn,2019,CON,F,24,2,22,5,20.4,10.3,6.6,2.4,0.7,0.8,1.2,0.474,0.355,0.77,26.4,0.549,21.2,3.0,2.7,0.4,3.814,116468.0,6184,2831,129,3.1,False,1.38,413999.99999999994,136959.0,247775.4
JXD5HHBC,Deja Smith,2019,CON,F-C,32,10,16,4,14.3,13.1,10.5,2.3,1.1,1.7,1.2,0.478,0.233,0.788,40.0,0.509,22.6,8.9,4.1,0.4,7.576,195854.0,25790,8165,32,4.0,False,1.53,459000.0,954716.0,756429.6
CXSSKTNS,Unique Adams,2019,CON,F-C,23,1,16,0,22.5,9.0,5.8,1.1,0.6,0.6,1.3,0.484,0.223,0.751,18.7,0.538,28.3,0.6,0.4,0.2,2.993,76514.0,43473,3560,142,3.5,False,0.57,170999.99999999997,66292.0,108175.19999999998
NAOUAYSR,Aaliyah White,2019,DAL,G,31,9,28,24,27.4,35.0,4.0,12.2,2.2,0.8,1.8,0.423,0.344,0.851,40.0,0.466,19.6,9.0,13.8,0.8,5.214,216370.0,29189,13337,136,4.0,False,5.17,1551000.0,123402.0,694441.2
7FWLO3U6,Deja Young,2019,DAL,F-C,29,7,28,25,29.2,21.3,13.7,2.6,1.6,2.8,2.1,0.496,0.34,0.686,38.6,0.568,23.4,7.1,11.4,1.1,6.441,153439.0,18604,2061,60,4.7,False,4.56,1367999.9999999998,857343.0,1061605.7999999998
ODX5V6V6,Lexie Xavier,2019,DAL,F,28,6,27,22,28.2,17.0,13.3,4.4,1.6,2.0,3.2,0.439,0.269,0.689,36.3,0.469,23.5,7.6,11.4,1.1,6.792,97941.0,25752,9924,107,3.0,False,4.48,1344000.0000000002,266141.0,697284.6000000001
LWPKNMYX,Grace Robinson,2019,DAL,F-C,25,3,31,25,28.7,18.2,10.6,3.5,1.0,1.3,2.9,0.475,0.241,0.721,32.7,0.512,19.1,5.5,9.7,0.9,4.826,60000.0,28448,17161,88,4.7,False,4.09,1227000.0,596487.0,848692.2
ZZ2LAJ91,Cierra Brown,2019,DAL,G,25,3,29,25,29.4,12.8,4.8,5.3,1.8,0.6,1.9,0.361,0.32,0.788,22.4,0.425,19.3,2.2,3.7,0.7,3.723,141442.0,32121,12983,116,3.1,False,2.19,657000.0,219796.0,394677.6
VHJ4BWUE,Lexie Clark,2019,DAL,F,22,0,23,5,16.8,9.1,7.2,1.7,0.4,0.6,1.8,0.409,0.243,0.844,28.6,0.487,24.6,5.0,3.9,0.3,3.768,72749.0,39814,3681,79,5.6,False,1.66,498000.0,811271.0,685962.6
YNMQZNBP,Paris Harris,2019,DAL,C,24,2,22,2,14.1,5.8,6.4,1.1,0.4,1.2,2.7,0.434,0.15,0.715,24.1,0.475,19.1,3.7,2.3,0.2,3.778,150469.0,17614,6930,116,2.7,False,1.08,324000.0,190325.0,243795.0
G74102YY,Aaliyah Jones,2019,DAL,G-F,31,9,20,2,10.1,16.3,3.6,2.8,1.2,0.2,3.3,0.398,0.35,0.734,40.0,0.478,25.7,9.2,3.7,0.3,6.927,60885.0,32698,2586,144,5.5,False,1.39,416999.99999999994,80881.0,215328.6
47UK7TMZ,Brianna Irving,2019,DAL,G,26,4,28,7,15.0,10.5,2.7,4.2,0.7,0.2,1.6,0.419,0.3,0.771,31.3,0.483,18.1,5.0,4.2,0.4,4.799,148545.0,22806,1710,116,4.9,False,1.8,540000.0,345403.0,423241.8
4BJS2EJB,Lexie Foster,2019,DAL,F,22,0,16,3,13.6,6.0,5.8,1.4,0.7,0.8,2.1,0.409,0.302,0.704,29.1,0.476,18.3,3.7,1.6,0.2,4.655,66419.0,13151,17575,81,5.6,False,0.76,228000.0,787441.0,563664.6
INHJE998,Danielle Green,2019,DAL,C,30,8,26,4,13.4,13.4,7.1,1.6,0.8,1.1,1.5,0.43,0.241,0.753,40.0,0.501,26.5,9.3,6.4,0.4,5.326,83501.0,29116,4482,84,4.6,False,2.41,723000.0,619491.0,660894.6
WA8PH8YD,Cierra Moore,2019,DAL,G-F,30,8,23,6,20.3,12.2,3.8,4.7,1.4,0.5,1.5,0.453,0.334,0.818,31.2,0.496,16.8,5.1,4.7,0.5,4.762,153394.0,6743,7618,45,2.4,False,2.03,608999.9999999999,509489.0,549293.3999999999
DEOBKWD0,Kelsey Mitchell,2019,IND,G,24,1,31,31,34.8,19.1,2.5,3.7,1.1,0.2,2.4,0.475,0.392,0.896,17.7,0.508,21.3,2.2,1.6,0.6,2.82,246732.0,42500,12500,50,5.0,True,2.78,833999.9999999999,1015500.0,942900.0
9QXK8GY5,Kalani Xavier,2019,IND,G-F,24,2,30,26,26.8,17.1,7.3,4.5,1.7,0.5,1.5,0.407,0.352,0.751,32.8,0.471,26.0,6.0,9.5,0.7,4.444,60000.0,50447,3846,100,4.5,False,3.94,1182000.0,463886.0,751131.6
483CUON9,Unique Nelson,2019,IND,F-C,30,8,31,28,28.1,18.1,15.9,5.2,1.0,2.1,2.8,0.501,0.334,0.694,38.2,0.562,27.3,7.7,13.4,1.0,5.514,127320.0,24591,3050,95,5.8,False,5.18,1554000.0,652806.0,1013283.6
T4HB7LOO,Quinn Anderson,2019,IND,G-F,26,4,32,29,27.1,12.3,6.3,5.6,1.7,0.8,1.9,0.403,0.333,0.774,26.7,0.437,18.1,4.6,7.9,0.7,4.106,106989.0,50628,9505,55,3.4,False,3.51,1053000.0,656889.0,815333.3999999999
XSXDGN7W,Cameron Adams,2019,IND,C,29,7,28,26,32.3,12.1,17.1,3.0,1.5,2.1,1.6,0.435,0.141,0.743,31.8,0.513,18.0,5.2,9.2,1.1,5.681,183824.0,25973,8781,95,4.2,False,3.99,1197000.0,473319.0,762791.3999999999
H8LRR9NJ,Haley Parker,2019,IND,G,27,5,28,4,20.4,13.7,3.0,3.5,1.2,0.1,2.6,0.437,0.323,0.798,25.8,0.502,24.8,4.5,5.1,0.5,4.371,89486.0,16279,6546,146,2.0,False,2.27,681000.0,20913.0,284947.8
24I7HD1R,Tiana King,2019,IND,G,22,0,16,3,16.9,5.4,2.0,4.8,0.6,0.2,1.7,0.367,0.341,0.795,18.6,0.429,18.0,2.2,1.2,0.2,3.136,60000.0,22196,8480,73,3.8,False,0.7,210000.0,595131.0,441078.6
PEHNI065,Crystal Vaughn,2019,IND,F,29,7,14,0,19.1,17.4,8.3,3.7,0.9,0.5,1.6,0.4,0.323,0.865,40.0,0.449,25.3,7.8,4.1,0.4,7.402,121429.0,15693,5749,112,4.7,False,1.61,483000.00000000006,368616.0,414369.60000000003
34LAU7SA,Ximena Taylor,2019,IND,F-C,27,5,14,3,21.5,9.3,10.8,1.7,1.1,1.2,3.4,0.472,0.284,0.83,27.1,0.503,27.3,4.4,2.6,0.3,4.653,95161.0,19246,3446,97,3.0,False,1.18,354000.0,325362.0,336817.19999999995
N1BJT09B,Cierra Moore,2019,IND,G-F,23,1,15,1,24.0,9.6,3.8,1.9,0.6,0.5,1.4,0.372,0.397,0.768,16.1,0.447,29.6,-0.3,-0.3,0.2,2.07,60000.0,27012,4907,113,2.8,False,0.38,114000.0,214587.0,174352.2
V5ZM1PFM,Haley Vaughn,2019,IND,F,23,1,25,1,13.9,6.2,4.1,1.7,0.5,0.5,1.6,0.434,0.287,0.748,22.3,0.507,28.2,2.5,1.7,0.3,4.104,60000.0,23670,9042,146,4.0,False,0.96,288000.0,42617.0,140770.2
MWBNHJDU,Jasmine Lee,2019,IND,F-C,33,11,14,3,14.6,9.2,11.5,2.1,0.7,1.6,1.1,0.454,0.252,0.837,40.0,0.495,15.6,8.1,3.3,0.3,6.645,148977.0,25922,9484,100,5.1,False,1.26,378000.0,523811.0,465486.6
G6Q8QH90,A'ja Wilson,2019,LVA,F-C,23,1,30,30,34.5,30.1,13.3,2.9,2.0,2.9,1.9,0.53,0.354,0.849,38.6,0.608,18.7,14.0,5.1,1.5,6.805,268250.0,475000,190000,50,5.0,True,10.15,3045000.0,1076500.0,1863900.0
3XQTUXY5,Kelsey Plum,2019,LVA,G,25,2,30,30,31.6,18.6,2.9,4.7,1.0,0.3,2.4,0.433,0.407,0.89,20.1,0.496,25.7,3.7,2.6,0.7,3.792,267241.0,290000,110000,50,5.0,True,3.31,993000.0,1050000.0,1027200.0
4BZJHWJR,Chelsea Gray,2019,LVA,G,27,5,31,31,30.7,18.7,3.5,8.2,1.1,0.2,2.5,0.45,0.353,0.904,24.7,0.526,29.6,5.8,3.3,0.8,4.266,268250.0,90000,37500,50,5.0,True,4.55,1365000.0,1022750.0,1159650.0
Y4AS5OXZ,Jackie Young,2019,LVA,G-F,22,0,31,26,23.2,16.9,5.0,4.6,1.3,0.5,2.2,0.478,0.365,0.834,18.6,0.554,19.6,3.0,2.3,0.8,5.635,251770.0,110000,47500,50,5.0,True,2.2,660000.0,1025750.0,879450.0
61ZPCK0Y,Zoe Foster,2019,LVA,G,23,1,30,27,27.6,21.3,4.6,8.0,2.8,0.6,1.5,0.409,0.35,0.839,37.5,0.477,23.2,8.3,13.7,1.1,6.6,179030.0,18759,7314,92,4.0,False,5.23,1569000.0000000002,474086.0,912051.6000000001
DPUF1NLO,Feyonda Zhang,2019,LVA,G-F,25,3,28,3,19.6,12.7,3.5,2.1,1.2,0.3,1.3,0.402,0.398,0.805,25.1,0.445,24.8,3.6,3.9,0.4,3.482,90651.0,16790,10222,67,3.4,False,1.88,564000.0,573037.0,569422.2
DFF6Z0LC,Yolanda Parker,2019,LVA,F,24,2,20,0,19.9,8.6,5.2,1.5,1.1,0.4,1.3,0.399,0.238,0.773,20.9,0.47,19.7,2.8,2.2,0.3,3.218,95085.0,6575,8441,121,2.4,False,1.17,351000.0,144721.0,227232.59999999998
FR2QZZ5D,Danielle Carter,2019,LVA,C,31,9,27,5,12.8,9.7,8.9,1.5,0.4,1.9,1.4,0.451,0.175,0.79,40.0,0.525,16.7,8.8,6.0,0.4,5.434,167607.0,47471,19134,62,2.8,False,2.29,687000.0,502130.0,576078.0
Z5828SOW,Megan Martin,2019,LVA,G-F,23,1,16,0,23.5,5.6,2.5,2.2,1.0,0.2,1.2,0.433,0.274,0.815,10.8,0.492,21.2,-1.4,-1.1,0.1,1.441,80046.0,23459,2688,64,4.6,False,0.14,42000.00000000001,802806.0,498483.6
AH2Z5VU5,Tiana Robinson,2019,LVA,F,22,0,19,0,13.0,9.9,5.0,2.4,0.5,0.3,2.3,0.48,0.235,0.875,34.6,0.54,25.2,6.0,3.0,0.3,5.485,111295.0,26221,14861,98,2.4,False,1.21,363000.0,256372.0,299023.19999999995
UNHJ2QQQ,Kayla Garcia,2019,LVA,C,24,2,20,3,18.7,5.8,7.9,1.3,0.6,0.8,1.7,0.453,0.194,0.621,22.5,0.508,25.9,3.0,2.3,0.3,4.258,65547.0,36895,6854,109,2.4,False,1.15,345000.0,203700.0,260220.0
ZVM6DUOA,Whitney Carter,2019,LVA,C,23,1,18,4,17.1,8.3,6.2,1.8,0.3,1.1,1.1,0.524,0.157,0.725,28.3,0.596,26.6,4.2,2.6,0.3,5.413,147808.0,61164,5699,115,5.9,False,1.17,351000.0,432690.0,400014.0
4SD3BNKV,Unique Carter,2019,LAX,F,33,11,29,24,29.9,18.3,15.4,5.1,2.1,1.4,2.7,0.417,0.36,0.813,36.3,0.456,21.5,6.5,11.2,1.2,6.761,162032.0,6407,10137,42,3.1,False,4.52,1355999.9999999998,676826.0,948495.5999999999
LXJZ5KDQ,Grace King,2019,LAX,F-C,26,4,30,28,30.8,21.3,12.0,4.2,1.3,2.3,2.5,0.433,0.218,0.834,37.7,0.497,22.8,7.7,14.2,1.3,6.538,183493.0,24800,8752,62,3.4,False,5.49,1647000.0,607482.0,1023289.2
LI3396VF,Bria Green,2019,LAX,G,22,0,31,25,29.4,17.0,4.4,6.2,1.8,0.2,1.8,0.402,0.352,0.817,26.3,0.47,22.5,3.7,6.7,0.8,4.137,141414.0,43461,15608,109,4.5,False,3.18,954000.0,383316.0,611589.6
RGHQ7CGB,Nia Green,2019,LAX,G,29,7,29,25,25.9,25.3,6.6,9.3,2.3,0.3,2.7,0.406,0.264,0.817,40.0,0.451,28.1,9.2,13.7,0.9,5.697,78067.0,22754,13854,109,5.8,False,5.15,1545000.0,491447.0,912868.2
VMFFOKZN,Brianna Robinson,2019,LAX,C,22,0,29,27,30.4,16.3,12.9,1.4,1.2,2.3,3.0,0.523,0.167,0.7,28.1,0.587,17.1,4.1,7.2,0.8,4.48,94445.0,31176,1881,104,6.0,False,3.3,990000.0,567967.0,736780.2
RBS5O437,Brianna Carter,2019,LAX,G,31,9,19,3,10.4,10.9,2.2,4.5,1.7,0.3,3.3,0.382,0.273,0.76,40.0,0.422,24.5,8.9,3.5,0.3,6.613,99766.0,44540,15335,54,5.1,False,1.32,396000.0,995507.0,755704.2
ZGS50NPK,Deja Vaughn,2019,LAX,C,30,8,24,4,16.1,6.0,10.2,2.7,0.9,2.0,2.1,0.447,0.279,0.696,36.2,0.516,18.2,7.9,6.1,0.5,6.8,168479.0,49910,10394,118,2.5,False,2.34,702000.0,168015.0,381609.0
06IS3UQH,Tierra Lee,2019,LAX,F,30,8,23,4,22.0,9.7,5.7,1.7,1.2,0.6,1.8,0.391,0.35,0.789,23.4,0.458,26.4,1.8,1.8,0.4,3.485,66915.0,7643,845,101,4.7,False,1.18,354000.0,470798.0,424078.8
MSVU2DHL,Nia Robinson,2019,LAX,G,25,3,15,1,16.4,14.5,2.2,3.4,0.8,0.2,3.0,0.368,0.352,0.92,32.9,0.406,17.9,6.4,3.1,0.3,6.268,119158.0,8602,10986,42,5.7,False,1.27,381000.0,1244833.0,899299.7999999999
5GFRVIYE,Megan Walker,2019,LAX,C,29,7,24,5,22.2,7.2,10.7,1.3,0.4,1.4,2.3,0.529,0.173,0.693,23.3,0.572,24.9,2.0,2.2,0.4,3.628,120494.0,44469,8515,35,5.7,False,1.31,393000.0,1328440.0,954264.0
PXOXGKVX,Aaliyah Walker,2019,LAX,F-C,22,0,14,3,21.9,4.8,6.6,1.7,0.5,0.6,2.2,0.471,0.345,0.808,15.5,0.546,19.8,1.1,0.6,0.2,2.642,83954.0,30851,13387,122,2.6,False,0.58,174000.0,153100.0,161460.0
D8Q7MQ2P,Odyssey Brown,2019,LAX,F,28,6,18,1,23.5,9.2,5.6,2.3,0.9,0.6,2.5,0.456,0.226,0.873,19.9,0.508,28.4,1.4,1.2,0.3,2.896,131375.0,44731,3755,80,4.9,False,0.88,264000.0,700552.0,525931.2
PTH3J7D0,Napheesa Collier,2019,MIN,F,23,0,29,19,27.3,21.7,10.3,3.6,2.0,1.5,2.4,0.494,0.362,0.876,28.1,0.551,21.0,8.0,3.6,1.1,6.409,250205.0,97500,42500,50,5.0,True,4.85,1455000.0,1024000.0,1196400.0
2JP71EM2,Feyonda Irving,2019,MIN,G,22,0,28,24,25.0,17.1,3.3,9.4,1.8,0.4,1.9,0.402,0.402,0.912,32.8,0.478,28.4,5.4,7.6,0.8,5.663,108418.0,36240,4849,89,4.4,False,3.17,951000.0,549216.0,709929.6
4O478FRP,Danielle Adams,2019,MIN,G,29,7,31,30,25.3,15.3,4.6,5.7,1.5,0.7,2.9,0.388,0.266,0.947,27.4,0.452,26.6,5.0,7.8,0.8,5.201,96138.0,32070,15142,101,4.4,False,3.36,1008000.0,444155.0,669693.0
Z66XK7E8,Danielle Young,2019,MIN,G-F,27,5,32,26,33.9,13.1,8.7,3.2,1.3,0.5,1.7,0.423,0.301,0.858,22.7,0.485,23.4,3.5,7.5,0.7,3.176,147955.0,34693,10350,121,3.3,False,3.66,1098000.0,200973.0,559783.8
VM1AKJ6V,Zoe Vaughn,2019,MIN,G,28,6,29,28,30.7,18.7,4.6,10.7,2.0,0.5,2.2,0.377,0.307,0.801,30.2,0.432,18.1,5.3,9.3,0.8,4.278,135251.0,19116,10139,127,3.1,False,3.98,1194000.0,150614.0,567968.4
0LPDQBAV,Azura Lewis,2019,MIN,G-F,28,6,15,4,12.5,8.1,3.1,2.0,1.1,0.4,1.2,0.422,0.397,0.835,31.0,0.47,16.8,5.3,2.0,0.2,5.723,171264.0,25629,10687,36,3.1,False,0.84,252000.0,715252.0,529951.2
3F1218TB,Haley Harris,2019,MIN,F-C,22,0,22,3,22.4,6.2,5.7,0.7,0.4,1.3,1.6,0.501,0.286,0.816,14.9,0.55,21.7,-0.5,-0.5,0.3,2.609,102876.0,17445,7644,104,5.3,False,0.45,135000.0,500859.0,354515.39999999997
Q40NLC8I,Odyssey Garcia,2019,MIN,F-C,27,5,14,1,21.7,11.8,6.0,2.4,0.9,0.8,2.6,0.502,0.24,0.837,24.3,0.574,27.6,3.1,1.9,0.2,3.773,109514.0,11570,5845,107,2.8,False,0.95,285000.0,247375.0,262425.0
5X4H50GB,Megan Foster,2019,MIN,C,29,7,24,1,12.6,12.0,7.5,2.2,0.7,1.8,3.3,0.525,0.252,0.711,40.0,0.563,25.4,7.9,4.8,0.3,5.484,168462.0,10883,16235,82,5.5,False,1.83,549000.0,761983.0,676789.8
JBBIRJV0,Renee Irving,2019,MIN,F,22,0,15,0,10.7,10.3,6.0,1.9,0.9,0.7,2.4,0.481,0.34,0.691,40.0,0.551,16.8,8.1,2.6,0.2,7.411,82153.0,10606,12939,70,3.4,False,0.99,297000.0,552401.0,450240.6
VJMCWJVU,Lexie Anderson,2019,MIN,C,22,0,25,1,10.9,10.7,5.7,0.9,0.4,0.9,2.6,0.444,0.196,0.775,40.0,0.512,19.7,7.8,4.2,0.3,5.611,82023.0,25109,14404,49,3.9,False,1.64,491999.99999999994,798682.0,676009.2
5HBMHBVZ,Feyonda Adams,2019,MIN,G,24,2,13,2,14.5,12.1,1.6,3.2,0.8,0.1,2.1,0.399,0.384,0.915,29.7,0.443,23.2,5.1,1.9,0.2,5.687,76189.0,44917,4650,144,4.5,False,0.82,245999.99999999997,67461.0,138876.6
